Date,Portfolio_Return
2024-07-02,0.0035991616769026
2024-07-03,0.0035151638904738
2024-07-05,0.0076906176410481
2024-07-08,0.0017111959467713
2024-07-09,-0.0105069176320058
2024-07-10,0.0013603706583849
2024-07-11,1.1734872639361594e-05
2024-07-12,0.0063928556567902
2024-07-15,0.0127969203944727
2024-07-16,0.0070970289568277
2024-07-17,-0.024091216580217
2024-07-18,-0.0082395208845864
2024-07-19,-0.0102416836429706
2024-07-22,-0.0024526255799912
2024-07-23,0.0003294920729034
2024-07-24,-0.0345638847811001
2024-07-25,0.0011943212424889
2024-07-26,0.0119285796593578
2024-07-29,-0.0053146304156155
2024-07-30,-0.0116082190144291
2024-08-02,-0.0188639400310974
2024-08-05,-0.0305972397420562
2024-08-06,4.396794578791376e-05
2024-08-07,-0.0171329364016465
2024-08-08,0.0080932795496588
2024-08-09,0.0024786696011449
2024-08-12,-0.0133893615041295
2024-08-13,0.0233196109676303
2024-08-14,-0.0071949846587461
2024-08-15,0.0130999443411499
2024-08-16,0.0085184433308864
2024-08-19,0.0123857924591474
2024-08-20,-0.004828314076684
2024-08-21,0.0122092920489361
2024-08-22,-0.0032436344916851
2024-08-23,0.035033027864778
2024-08-26,-0.0024648869767131
2024-08-27,-0.0077299082982126
2024-08-28,-0.0007429242312547
2024-08-29,-0.0026095283245922
2024-08-30,0.0074225877817809
2024-09-04,-0.0014242322675881
2024-09-05,-0.0075613759079853
2024-09-06,-0.0076328115120665
2024-09-09,0.0056577790147204
2024-09-10,0.0026810035902444
2024-09-11,0.0066236603689165
2024-09-12,-0.0002651818726425
2024-09-13,0.0065604908844319
2024-09-16,0.0039447269710394
2024-09-17,-0.0005823162135423
2024-09-18,-0.0037135293424403
2024-09-19,0.00785382947698
2024-09-20,0.0089484842601964
2024-09-23,-0.0004300104476919
2024-09-24,-0.001235525284489
2024-09-25,-0.0039893544290805
2024-09-26,0.0014666213673405
2024-09-27,0.003260059539214
2024-10-02,0.0075210297153795
2024-10-03,0.0192149076520616
2024-10-04,0.0418972236402338
2024-10-07,-0.0148693263750985
2024-10-08,-0.0127381996367525
2024-10-09,-0.0115854460681708
2024-10-10,0.0037211013160507
2024-10-11,0.0134055914572888
2024-10-14,0.0248089519615815
2024-10-15,-0.0176684188325863
2024-10-16,0.0632857908967588
2024-10-17,-0.021139320387594
2024-10-18,0.0184216805891264
2024-10-21,-0.0055789229100628
2024-10-22,-0.0084003477306702
2024-10-23,-0.0068034485956702
2024-10-24,0.0149265268325824
2024-10-25,-0.0015606285548637
2024-10-28,0.0196583362244715
2024-10-29,-0.0001563944786104
2024-10-30,0.0051401001978761
2024-11-04,-0.0079978139374716
2024-11-05,0.0439052774853685
2024-11-06,0.0761200714077697
2024-11-07,-0.0119290416354635
2024-11-08,0.0221366866514492
2024-11-11,0.0192062865830163
2024-11-12,0.0001503611757345
2024-11-13,-0.0044428793672638
2024-11-14,0.0021733075580199
2024-11-15,0.0003008018912016
2024-11-18,0.0002849285088822
2024-11-19,0.0243633251945721
2024-11-20,0.0053087836101907
2024-11-21,0.0099317447429335
2024-11-22,0.031624154576427
2024-11-25,-0.0069607545377474
2024-11-26,-0.0022030399784895
2024-11-27,0.0056866345976067
2024-11-29,0.0019999264144996
2024-12-03,0.0219508804315376
2024-12-04,-0.0052977701625613
2024-12-05,0.0014788810029085
2024-12-06,0.0096266915809952
2024-12-09,-0.0245207424003825
2024-12-10,-0.0109902558610573
2024-12-11,0.0059266640345497
2024-12-12,0.0138288516427012
2024-12-13,0.007657361806563
2024-12-16,-0.0048621320278236
2024-12-17,-0.0113320901023525
2024-12-18,-0.0406523854248792
2024-12-19,0.0090431280532048
2024-12-20,0.0325832037541085
2024-12-23,-0.0003591604032091
2024-12-24,0.0149693325229895
2024-12-26,9.744616110755636e-05
2024-12-27,-0.0168526378190772
2024-12-30,-0.009038320069926
