Date,Portfolio_Return
2024-10-02,0.007521029715379593
2024-10-03,0.019214907652061644
2024-10-04,0.041897223640233884
2024-10-07,-0.014869326375098583
2024-10-08,-0.012738199636752535
2024-10-09,-0.01158544606817085
2024-10-10,0.0037211013160507234
2024-10-11,0.013405591457288858
2024-10-14,0.02480895196158151
2024-10-15,-0.0176684188325863
2024-10-16,0.06328579089675888
2024-10-17,-0.021139320387594064
2024-10-18,0.018421680589126466
2024-10-21,-0.005578922910062888
2024-10-22,-0.008400347730670214
2024-10-23,-0.006803448595670279
2024-10-24,0.014926526832582446
2024-10-25,-0.0015606285548637538
2024-10-28,0.019658336224471534
2024-10-29,-0.00015639447861049173
2024-10-30,0.005140100197876128
