Date,Portfolio_Return
2024-07-02,0.006195317856513505
2024-07-03,0.005084444409779065
2024-07-05,0.005448765178485582
2024-07-08,0.0010166989647510949
2024-07-09,0.0007410719362856977
2024-07-10,0.010208065293514812
2024-07-11,-0.008763028841120457
2024-07-12,0.0055170270744306915
2024-07-15,0.0028262026252154904
2024-07-16,0.006389375498743188
2024-07-17,-0.013927543241993745
2024-07-18,-0.007816403936922511
2024-07-19,-0.007140265531926926
2024-07-22,0.01079203564940956
2024-07-23,-0.001558102589770738
2024-07-24,-0.02314909375473495
2024-07-25,-0.005142620237842288
2024-07-26,0.011090468702846357
2024-07-29,0.0008133101292933098
2024-07-30,-0.004960171878030217
2024-07-31,0.0157933986591674
2024-08-01,-0.013693502993456064
2024-08-02,-0.018381860868696753
2024-08-05,-0.02996879838863975
2024-08-06,0.010354085880061037
2024-08-07,-0.007734647858502863
2024-08-08,0.023042611519136447
2024-08-09,0.004671676849538509
2024-08-12,4.303397765514916e-05
2024-08-13,0.016847579753558328
2024-08-14,0.0038237284285767004
2024-08-15,0.016133247764330783
2024-08-16,0.001989779357261412
2024-08-19,0.009722284736913167
2024-08-20,-0.0019845553982971165
2024-08-21,0.004239676828782013
2024-08-22,-0.008932805548120926
2024-08-23,0.01148337085011919
2024-08-26,-0.0031537266931381813
2024-08-27,0.0015951960865450143
2024-08-28,-0.00597597320797616
2024-08-29,-3.937906806072977e-05
2024-08-30,0.010093051774424433
2024-09-03,-0.02115107439771169
2024-09-04,-0.0016025435809103872
2024-09-05,-0.003018017615584734
2024-09-06,-0.01726024985928465
2024-09-09,0.0115800702824842
2024-09-10,0.004472672652839682
2024-09-11,0.010665025888896507
2024-09-12,0.007495302358939249
2024-09-13,0.005407711405364557
2024-09-16,0.0012566297656613212
2024-09-17,0.00026455008109871336
2024-09-18,-0.002896455862498093
2024-09-19,0.01697685316676334
2024-09-20,-0.0019410273951238066
2024-09-23,0.0028092730585327352
2024-09-24,0.0025111788443470395
2024-09-25,-0.0018612489301417234
2024-09-26,0.00403867571712313
2024-09-27,-0.0012532169669905446
2024-09-30,0.004236552581176722
2024-10-01,-0.009324107094664358
2024-10-02,0.00013839090212397487
2024-10-03,-0.001681413492255035
2024-10-04,0.008970249395274354
2024-10-07,-0.009586022165882668
2024-10-08,0.009689347495581924
2024-10-09,0.007113411987488272
2024-10-10,-0.002070122839989974
2024-10-11,0.006051847587953629
2024-10-14,0.0077076668832223305
2024-10-15,-0.007609466332438197
2024-10-16,0.004679145956573816
2024-10-17,-0.00017116047891174713
2024-10-18,0.00397155273894878
2024-10-21,-0.0018227694906369774
2024-10-22,-0.0004748538883844189
2024-10-23,-0.009191323428069387
2024-10-24,0.002145772011323821
2024-10-25,-0.00029944716993013376
2024-10-28,0.0026514435020339455
2024-10-29,0.001614127248163344
2024-10-30,-0.003300233889343751
2024-10-31,-0.018614700871699585
2024-11-01,0.004092509543626166
2024-11-04,-0.002812083478299976
2024-11-05,0.012265644545291332
2024-11-06,0.025295927786425976
2024-11-07,0.007431229727488331
2024-11-08,0.0037568333092317108
2024-11-11,0.0009690634297987444
2024-11-12,-0.00289265965137242
2024-11-13,0.00023222772482434095
2024-11-14,-0.006049734794859041
2024-11-15,-0.013203489851361216
2024-11-18,0.003917814394541086
2024-11-19,0.003963584828470035
2024-11-20,2.195086225209586e-05
2024-11-21,0.0053404615405816536
2024-11-22,0.003467959094991535
2024-11-25,0.003020480305938378
2024-11-26,0.005722005647630368
2024-11-27,-0.003801238017440034
2024-11-29,0.005607785488815242
2024-12-02,0.0024484564662998753
2024-12-03,0.0004514491145146682
2024-12-04,0.006051417924264779
2024-12-05,-0.0018697756269248078
2024-12-06,0.0024954538421815275
2024-12-09,-0.006144213927296471
2024-12-10,-0.002963883313944371
2024-12-11,0.008165786048233592
2024-12-12,-0.005414022527810203
2024-12-13,-2.6466639124200775e-05
2024-12-16,0.0037993543260221863
2024-12-17,-0.003863994965801476
2024-12-18,-0.02949284635160343
2024-12-19,-0.0008651123249070469
2024-12-20,0.010869123768910471
2024-12-23,0.007287273468533639
2024-12-24,0.01104275925539211
2024-12-26,-0.00040565878647391695
2024-12-27,-0.011055736101235558
2024-12-30,-0.010701995701766776
