Date,Portfolio_Return
2024-07-02,0.00047890383446580205
2024-07-03,-0.0028360715108887062
2024-07-05,0.006000387788221023
2024-07-08,-0.006464071406493092
2024-07-09,0.0029482348764660535
2024-07-10,0.008023294651345861
2024-07-11,0.01832184788160134
2024-07-12,0.004151025837298307
2024-07-15,0.0021739103500765912
2024-07-16,0.0210306672656511
2024-07-17,0.000711058450240145
2024-07-18,-0.006125654982475864
2024-07-19,-0.020482473342268034
2024-07-22,0.0034568743571027787
2024-07-23,-0.013158239090882666
2024-07-24,0.005407833936840167
2024-07-25,0.022076264110583436
2024-07-26,0.0095881464108367
2024-07-29,0.0011057499496717016
2024-07-30,0.0028819627543211603
2024-08-02,-0.0017644037125170507
2024-08-05,-0.02015221346735504
2024-08-06,0.0170477144926485
2024-08-07,-0.0073182891118058774
2024-08-08,0.012248436710336727
2024-08-09,0.00039055933678759674
2024-08-12,0.0006454592194879555
2024-08-13,0.004336163675797921
2024-08-14,0.0025408898222558027
2024-08-15,-0.017057393224697983
2024-08-16,0.014993000880377742
2024-08-19,0.012757425953780823
2024-08-20,-0.008965058755010209
2024-08-21,0.003376543757445019
2024-08-22,-0.0039050589352179112
2024-08-23,0.014660997628687687
2024-08-26,0.0004559912667016595
2024-08-27,-0.00725896683084389
2024-08-28,0.004272378268877963
2024-08-29,-0.004720760642724125
2024-08-30,0.005334031313726387
2024-09-04,-0.0029517724879301543
2024-09-05,-0.021118003327166273
2024-09-06,-0.004721652073417521
2024-09-09,0.002980918777444501
2024-09-10,-0.0022737661169090137
2024-09-11,0.0014057081458329493
2024-09-12,0.0007721984833586886
2024-09-13,0.006214536533770785
2024-09-16,0.0032919716303896336
2024-09-17,-0.0018718077636040692
2024-09-18,-0.003634598862679958
2024-09-19,-0.004696615544588091
2024-09-20,0.002381321789006506
2024-09-23,-0.0013300796715580909
2024-09-24,-0.012594082348739835
2024-09-25,-0.004613824377214069
2024-09-26,0.002587614089645317
2024-09-27,0.0025181620724658476
2024-10-02,-0.054637011112719125
2024-10-03,-0.01563834256753275
2024-10-04,-0.0004098766251082841
2024-10-07,-0.019327582054957406
2024-10-08,0.0158805440583748
2024-10-09,0.004072966345112951
2024-10-10,0.004898985411758586
2024-10-11,0.011386978754615112
2024-10-14,0.013447118250096902
2024-10-15,-0.012045315118524982
2024-10-16,-0.0068696079200937865
2024-10-17,-0.005788021914540207
2024-10-18,0.0009556030817126995
2024-10-21,-0.018881004861204646
2024-10-22,-0.004412831100877402
2024-10-23,-0.0067445287087138225
2024-10-24,-0.004730808272906923
2024-10-25,-0.009584523701327362
2024-10-28,0.007492530630837153
2024-10-29,-0.00804670345189587
2024-10-30,0.010355406515870318
2024-11-04,-0.0002852337130271894
2024-11-05,0.006614629532237639
2024-11-06,0.017922791611624054
2024-11-07,0.01652748764198551
2024-11-08,0.0028120825464161953
2024-11-11,0.016071082291952376
2024-11-12,-0.007828534336531554
2024-11-13,0.003773433333271039
2024-11-14,0.00469808568972481
2024-11-15,0.0019398707814265856
2024-11-18,0.03334273687379263
2024-11-19,-0.0010740024124866751
2024-11-20,0.011037057112521047
2024-11-21,0.0037475514229388046
2024-11-22,0.002341242940900881
2024-11-25,0.004277442555225633
2024-11-26,0.00026062236444345796
2024-11-27,-0.005376441997568465
2024-11-29,0.003483244463434513
2024-12-03,-0.012209486993494728
2024-12-04,0.005126478455174693
2024-12-05,-0.02308172446983725
2024-12-06,0.0026835572350469147
2024-12-09,0.04728166319401284
2024-12-10,-0.01694528734018722
2024-12-11,-0.0068798046264668756
2024-12-12,-0.006018700187098059
2024-12-13,-0.001274889560950521
2024-12-16,-0.01944417528961758
2024-12-17,0.002295189831914559
2024-12-18,-0.0376561700167279
2024-12-19,-0.021961536616549333
2024-12-20,0.05437452592612754
2024-12-23,0.01290822720834943
2024-12-24,-0.0018022317040374647
2024-12-26,-0.004565969167349631
2024-12-27,-0.008541934480158615
2024-12-30,-0.01507551036776345
