Date,Portfolio_Return
2024-07-02,0.0031103239719285285
2024-07-03,0.0037336105963671137
2024-07-05,0.006057744821302525
2024-07-08,-0.002001748649592263
2024-07-09,-0.009584732015460793
2024-07-10,0.00039513980287668666
2024-07-11,0.004951838895449098
2024-07-12,0.009104443276678571
2024-07-15,0.008232300604231151
2024-07-16,0.006869618962453726
2024-07-17,-0.01931637479758408
2024-07-18,-0.014692618616478609
2024-07-19,0.002019133671445142
2024-07-22,0.00172880115504712
2024-07-23,-0.0014380485828528347
2024-07-24,-0.032656535622068876
2024-07-25,0.003257098471114164
2024-07-26,0.011774441578628532
2024-07-29,0.000232276382128098
2024-07-30,-0.004615796997503651
2024-08-02,-0.014897790649661236
2024-08-05,-0.029483418321205282
2024-08-06,1.2943873013876667e-05
2024-08-07,-0.018256958291213765
2024-08-08,-0.0017551221696981718
2024-08-09,0.0013886340807127543
2024-08-12,-0.015385869868417735
2024-08-13,0.0339836562899637
2024-08-14,-0.00605414239368951
2024-08-15,0.015065788114085543
2024-08-16,0.0049012877111109954
2024-08-19,0.0071928907169867395
2024-08-20,-0.0013467681865278222
2024-08-21,0.01031974826370861
2024-08-22,-0.006335552652971603
2024-08-23,0.029103181901617703
2024-08-26,0.005465547638821465
2024-08-27,-0.008876998685978209
2024-08-28,-0.001688186036613854
2024-08-29,0.005541463339331678
2024-08-30,0.005380623181075238
2024-09-04,0.002401336464335945
2024-09-05,-0.01015107873576836
2024-09-06,-0.007604237423505861
2024-09-09,0.007481802541202759
2024-09-10,0.004387806408747598
2024-09-11,0.002722353837762485
2024-09-12,0.004807213423142542
2024-09-13,0.008850381540118578
2024-09-16,0.007847714454443249
2024-09-17,-0.0026211250986144766
2024-09-18,-0.0020228921629518405
2024-09-19,0.00799869474349205
2024-09-20,0.005240720575266714
2024-09-23,0.004255847570789267
2024-09-24,-0.00275749073911712
2024-09-25,-0.005891185909271973
2024-09-26,0.001249440971127919
2024-09-27,0.0018958402992592521
2024-10-02,-0.0017886639406662845
2024-10-03,0.005930379263267964
2024-10-04,0.039727236038300424
2024-10-07,-0.004152030737030125
2024-10-08,-0.007118641065845991
2024-10-09,-0.009099622291216043
2024-10-10,0.004911365945893263
2024-10-11,0.01866752460014764
2024-10-14,0.019058779961413183
2024-10-15,-0.009723903339075341
2024-10-16,0.07149339644116635
2024-10-17,-0.009845003341618756
2024-10-18,0.015335313562881717
2024-10-21,-0.0054625174789338865
2024-10-22,-0.0007112198990864222
2024-10-23,-0.008961559482136465
2024-10-24,0.014326896008292627
2024-10-25,8.133707045607056e-06
2024-10-28,0.019570325609600602
2024-10-29,0.002098523866341789
2024-10-30,0.014239347592164352
2024-11-04,0.006466787371264831
2024-11-05,0.04572801180348054
2024-11-06,0.050454600577514996
2024-11-07,0.012918927878807118
2024-11-08,0.014176136633432665
2024-11-11,0.022095279312384097
2024-11-12,-0.004179861052373297
2024-11-13,-0.00778641394812469
2024-11-14,-0.014217017853142392
2024-11-15,0.0033227658640071146
2024-11-18,0.010242254254198146
2024-11-19,0.025190632683119777
2024-11-20,0.010554014273501456
2024-11-21,0.01842512321868544
2024-11-22,0.03284876670175814
2024-11-25,-0.005132843787819035
2024-11-26,-0.007952059004479083
2024-11-27,0.001232451378435332
2024-11-29,-0.0006867334900253526
2024-12-03,0.006998241537523222
2024-12-04,-0.018393869230996052
2024-12-05,-0.007731509867733079
2024-12-06,-0.00831396579683323
2024-12-09,-0.0054192476590511785
2024-12-10,-0.011807208750218434
2024-12-11,-0.0018189048561804296
2024-12-12,-0.0073525920408083634
2024-12-13,0.006778300457336923
2024-12-16,0.004780908216496298
2024-12-17,-0.009193619853258304
2024-12-18,-0.03618052835503868
2024-12-19,0.005092941831144469
2024-12-20,0.02484384917636733
2024-12-23,0.0015151342237942596
2024-12-24,0.010095298430921528
2024-12-26,0.005592522245479868
2024-12-27,-0.008980505606191859
2024-12-30,-0.011944744573071504
